"OrderID","CustomerID","EmployeeID","OrderDate","RequiredDate","ShippedDate","ShipVia","Freight","ShipName","ShipAddress","ShipCity","ShipRegion","ShipPostalCode","ShipCountry"
"10522","LEHMS","4","2015-04-30 00:00:00","2015-05-28 00:00:00","2015-05-06 00:00:00","1","45.33000","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",NULL,"60528","Germany"
"10523","SEVES","7","2015-05-01 13:00:00","2015-05-29 00:00:00","2015-05-30 00:00:00","2","77.63000","Seven Seas Imports","90 Wadhurst Rd.","Londo",NULL,"OX15 4NB","UK"
"10524","BERGS","1","2015-05-01 15:00:00","2015-05-29 00:00:00","2015-05-07 00:00:00","2","244.79000","Berglunds snabbkˆp","Berguvsv‰gen  8","LuleÂ",NULL,"S-958 22","Swede"
"10525","BONAP","1","2015-05-02 01:00:00","2015-05-30 00:00:00","2015-05-23 00:00:00","2","11.06000","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France"
"10526","WARTH","4","2015-05-05 02:00:00","2015-06-02 00:00:00","2015-05-15 00:00:00","2","58.59000","Wartian Herkku","Torikatu 38","Oulu",NULL,"90110","Finland"
"10527","QUICK","7","2015-05-05 08:00:00","2015-06-02 00:00:00","2015-05-07 00:00:00","1","41.90000","QUICK-Stop","Taucherstraﬂe 10","Cunewalde",NULL,"01307","Germany"
"10528","GREAL","6","2015-05-06 12:00:00","2015-05-20 00:00:00","2015-05-09 00:00:00","2","3.35000","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"10529","MAISD","5","2015-05-07 01:00:00","2015-06-04 00:00:00","2015-05-09 00:00:00","2","66.69000","Maison Dewey","Rue Joseph-Bens 532","Bruxelles",NULL,"B-1180","Belgium"
"10530","PICCO","3","2015-05-08 19:00:00","2015-06-05 00:00:00","2015-05-12 00:00:00","2","339.22000","Piccolo und mehr","Geislweg 14","Salzburg",NULL,"5020","Austria"
"10531","OCEA","7","2015-05-08 01:00:00","2015-06-05 00:00:00","2015-05-19 00:00:00","1","8.12000","OcÈano Atl·ntico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",NULL,"1010","Argentina"
"10532","EASTC","7","2015-05-09 04:00:00","2015-06-06 00:00:00","2015-05-12 00:00:00","3","74.46000","Eastern Connectio","35 King George","Londo",NULL,"WX3 6FW","UK"
"10533","FOLKO","8","2015-05-12 22:00:00","2015-06-09 00:00:00","2015-05-22 00:00:00","1","188.04000","Folk och f‰ HB","≈kergatan 24","Br‰cke",NULL,"S-844 67","Swede"
"10534","LEHMS","8","2015-05-12 06:00:00","2015-06-09 00:00:00","2015-05-14 00:00:00","2","27.94000","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",NULL,"60528","Germany"
"10535","ANTO","4","2015-05-13 07:00:00","2015-06-10 00:00:00","2015-05-21 00:00:00","1","15.64000","Antonio Moreno TaquerÌa","Mataderos  2312","MÈxico D.F.",NULL,"05023","Mexico"
"10536","LEHMS","3","2015-05-14 10:00:00","2015-06-11 00:00:00","2015-06-06 00:00:00","2","58.88000","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",NULL,"60528","Germany"
"10537","RICSU","1","2015-05-14 02:00:00","2015-05-28 00:00:00","2015-05-19 00:00:00","1","78.85000","Richter Supermarkt","Starenweg 5","GenËve",NULL,"1204","Switzerland"
"10538","BSBEV","9","2015-05-15 10:00:00","2015-06-12 00:00:00","2015-05-16 00:00:00","3","4.87000","B's Beverages","Fauntleroy Circus","Londo",NULL,"EC2 5NT","UK"
"10539","BSBEV","6","2015-05-16 18:00:00","2015-06-13 00:00:00","2015-05-23 00:00:00","3","12.36000","B's Beverages","Fauntleroy Circus","Londo",NULL,"EC2 5NT","UK"
"10540","QUICK","3","2015-05-19 05:00:00","2015-06-16 00:00:00","2015-06-13 00:00:00","3","1007.64000","QUICK-Stop","Taucherstraﬂe 10","Cunewalde",NULL,"01307","Germany"
"10541","HANAR","2","2015-05-19 13:00:00","2015-06-16 00:00:00","2015-05-29 00:00:00","1","68.65000","Hanari Carnes","Rua do PaÁo, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"10542","KOENE","1","2015-05-20 20:00:00","2015-06-17 00:00:00","2015-05-26 00:00:00","3","10.95000","Kˆniglich Esse","Maubelstr. 90","Brandenburg",NULL,"14776","Germany"
"10543","LILAS","8","2015-05-21 03:00:00","2015-06-18 00:00:00","2015-05-23 00:00:00","2","48.17000","LILA-Supermercado","Carrera 52 con Ave. BolÌvar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"10544","LONEP","4","2015-05-21 04:00:00","2015-06-18 00:00:00","2015-05-30 00:00:00","1","24.91000","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
"10545","LAZYK","8","2015-05-22 14:00:00","2015-06-19 00:00:00","2015-06-26 00:00:00","2","11.92000","Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","WA","99362","USA"
"10546","VICTE","1","2015-05-23 00:00:00","2015-06-20 00:00:00","2015-05-27 00:00:00","3","194.72000","Victuailles en stock","2, rue du Commerce","Lyo",NULL,"69004","France"
"10547","SEVES","3","2015-05-23 16:00:00","2015-06-20 00:00:00","2015-06-02 00:00:00","2","178.43000","Seven Seas Imports","90 Wadhurst Rd.","Londo",NULL,"OX15 4NB","UK"
"10548","TOMSP","3","2015-05-26 11:00:00","2015-06-23 00:00:00","2015-06-02 00:00:00","2","1.43000","Toms Spezialit‰te","Luisenstr. 48","M¸nster",NULL,"44087","Germany"
"10549","QUICK","5","2015-05-27 03:00:00","2015-06-10 00:00:00","2015-05-30 00:00:00","1","171.24000","QUICK-Stop","Taucherstraﬂe 10","Cunewalde",NULL,"01307","Germany"
"10550","GODOS","7","2015-05-28 18:00:00","2015-06-25 00:00:00","2015-06-06 00:00:00","3","4.32000","Godos Cocina TÌpica","C/ Romero, 33","Sevilla",NULL,"41101","Spai"
"10551","FURIB","4","2015-05-28 06:00:00","2015-07-09 00:00:00","2015-06-06 00:00:00","3","72.95000","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal"
"10552","HILAA","2","2015-05-29 08:00:00","2015-06-26 00:00:00","2015-06-05 00:00:00","1","83.22000","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San CristÛbal","T·chira","5022","Venezuela"
"10553","WARTH","2","2015-05-30 03:00:00","2015-06-27 00:00:00","2015-06-03 00:00:00","2","149.49000","Wartian Herkku","Torikatu 38","Oulu",NULL,"90110","Finland"
"10554","OTTIK","4","2015-05-30 21:00:00","2015-06-27 00:00:00","2015-06-05 00:00:00","3","120.97000","Ottilies K‰selade","Mehrheimerstr. 369","Kˆl",NULL,"50739","Germany"
"10555","SAVEA","6","2015-06-02 22:00:00","2015-06-30 00:00:00","2015-06-04 00:00:00","3","252.49000","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10556","SIMOB","2","2015-06-03 14:00:00","2015-07-15 00:00:00","2015-06-13 00:00:00","1","9.80000","Simons bistro","VinbÊltet 34","Kobenhav",NULL,"1734","Denmark"
"10557","LEHMS","9","2015-06-03 22:00:00","2015-06-17 00:00:00","2015-06-06 00:00:00","2","96.72000","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",NULL,"60528","Germany"
"10558","AROUT","1","2015-06-04 14:00:00","2015-07-02 00:00:00","2015-06-10 00:00:00","2","72.97000","Around the Hor","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"10559","BLONP","6","2015-06-05 04:00:00","2015-07-03 00:00:00","2015-06-13 00:00:00","1","8.05000","Blondel pËre et fils","24, place KlÈber","Strasbourg",NULL,"67000","France"
"10560","FRANK","8","2015-06-06 12:00:00","2015-07-04 00:00:00","2015-06-09 00:00:00","1","36.65000","Frankenversand","Berliner Platz 43","M¸nche",NULL,"80805","Germany"
"10561","FOLKO","2","2015-06-06 21:00:00","2015-07-04 00:00:00","2015-06-09 00:00:00","2","242.21000","Folk och f‰ HB","≈kergatan 24","Br‰cke",NULL,"S-844 67","Swede"
"10562","REGGC","1","2015-06-09 19:00:00","2015-07-07 00:00:00","2015-06-12 00:00:00","1","22.95000","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy"
"10563","RICAR","2","2015-06-10 22:00:00","2015-07-22 00:00:00","2015-06-24 00:00:00","2","60.43000","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"10564","RATTC","4","2015-06-10 00:00:00","2015-07-08 00:00:00","2015-06-16 00:00:00","3","13.75000","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"10565","MEREP","8","2015-06-11 22:00:00","2015-07-09 00:00:00","2015-06-18 00:00:00","2","7.15000","MËre Paillarde","43 rue St. Laurent","MontrÈal","QuÈbec","H1J 1C3","Canada"
"10566","BLONP","9","2015-06-12 18:00:00","2015-07-10 00:00:00","2015-06-18 00:00:00","1","88.40000","Blondel pËre et fils","24, place KlÈber","Strasbourg",NULL,"67000","France"
"10567","HUNGO","1","2015-06-12 19:00:00","2015-07-10 00:00:00","2015-06-17 00:00:00","1","33.97000","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland"
"10568","GALED","3","2015-06-13 18:00:00","2015-07-11 00:00:00","2015-07-09 00:00:00","3","6.54000","GalerÌa del gastronÛmo","Rambla de CataluÒa, 23","Barcelona",NULL,"8022","Spai"
"10569","RATTC","5","2015-06-16 15:00:00","2015-07-14 00:00:00","2015-07-11 00:00:00","1","58.98000","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"10570","MEREP","3","2015-06-17 11:00:00","2015-07-15 00:00:00","2015-06-19 00:00:00","3","188.99000","MËre Paillarde","43 rue St. Laurent","MontrÈal","QuÈbec","H1J 1C3","Canada"
"10571","ERNSH","8","2015-06-17 15:00:00","2015-07-29 00:00:00","2015-07-04 00:00:00","3","26.06000","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria"
"10572","BERGS","3","2015-06-18 05:00:00","2015-07-16 00:00:00","2015-06-25 00:00:00","2","116.43000","Berglunds snabbkˆp","Berguvsv‰gen  8","LuleÂ",NULL,"S-958 22","Swede"
"10573","ANTO","7","2015-06-19 02:00:00","2015-07-17 00:00:00","2015-06-20 00:00:00","3","84.84000","Antonio Moreno TaquerÌa","Mataderos  2312","MÈxico D.F.",NULL,"05023","Mexico"
"10574","TRAIH","4","2015-06-19 14:00:00","2015-07-17 00:00:00","2015-06-30 00:00:00","2","37.60000","Trail's Head Gourmet Provisioners","722 DaVinci Blvd.","Kirkland","WA","98034","USA"
"10575","MORGK","5","2015-06-20 22:00:00","2015-07-04 00:00:00","2015-06-30 00:00:00","1","127.34000","Morgenstern Gesundkost","Heerstr. 22","Leipzig",NULL,"04179","Germany"
"10576","TORTU","3","2015-06-23 13:00:00","2015-07-07 00:00:00","2015-06-30 00:00:00","3","18.56000","Tortuga Restaurante","Avda. Azteca 123","MÈxico D.F.",NULL,"05033","Mexico"
"10577","TRAIH","9","2015-06-23 19:00:00","2015-08-04 00:00:00","2015-06-30 00:00:00","2","25.41000","Trail's Head Gourmet Provisioners","722 DaVinci Blvd.","Kirkland","WA","98034","USA"
"10578","BSBEV","4","2015-06-24 15:00:00","2015-07-22 00:00:00","2015-07-25 00:00:00","3","29.60000","B's Beverages","Fauntleroy Circus","Londo",NULL,"EC2 5NT","UK"
"10579","LETSS","1","2015-06-25 19:00:00","2015-07-23 00:00:00","2015-07-04 00:00:00","2","13.73000","Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","CA","94117","USA"
"10580","OTTIK","4","2015-06-26 19:00:00","2015-07-24 00:00:00","2015-07-01 00:00:00","3","75.89000","Ottilies K‰selade","Mehrheimerstr. 369","Kˆl",NULL,"50739","Germany"
"10581","FAMIA","3","2015-06-26 11:00:00","2015-07-24 00:00:00","2015-07-02 00:00:00","1","3.01000","Familia Arquibaldo","Rua OrÛs, 92","Sao Paulo","SP","05442-030","Brazil"
"10582","BLAUS","3","2015-06-27 22:00:00","2015-07-25 00:00:00","2015-07-14 00:00:00","2","27.71000","Blauer See Delikatesse","Forsterstr. 57","Mannheim",NULL,"68306","Germany"
"10583","WARTH","2","2015-06-30 00:00:00","2015-07-28 00:00:00","2015-07-04 00:00:00","2","7.28000","Wartian Herkku","Torikatu 38","Oulu",NULL,"90110","Finland"
"10584","BLONP","4","2015-06-30 00:00:00","2015-07-28 00:00:00","2015-07-04 00:00:00","1","59.14000","Blondel pËre et fils","24, place KlÈber","Strasbourg",NULL,"67000","France"
"10585","WELLI","7","2015-07-01 13:00:00","2015-07-29 00:00:00","2015-07-10 00:00:00","1","13.41000","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
"10586","REGGC","9","2015-07-02 10:00:00","2015-07-30 00:00:00","2015-07-09 00:00:00","1","0.48000","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy"
"10587","QUEDE","1","2015-07-02 03:00:00","2015-07-30 00:00:00","2015-07-09 00:00:00","1","62.52000","Que DelÌcia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
"10588","QUICK","2","2015-07-03 17:00:00","2015-07-31 00:00:00","2015-07-10 00:00:00","3","194.67000","QUICK-Stop","Taucherstraﬂe 10","Cunewalde",NULL,"01307","Germany"
"10589","GREAL","8","2015-07-04 17:00:00","2015-08-01 00:00:00","2015-07-14 00:00:00","2","4.42000","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"10590","MEREP","4","2015-07-07 09:00:00","2015-08-04 00:00:00","2015-07-14 00:00:00","3","44.77000","MËre Paillarde","43 rue St. Laurent","MontrÈal","QuÈbec","H1J 1C3","Canada"
"10591","VAFFE","1","2015-07-07 13:00:00","2015-07-21 00:00:00","2015-07-16 00:00:00","1","55.92000","Vaffeljernet","Smagsloget 45","≈rhus",NULL,"8200","Denmark"
"10592","LEHMS","3","2015-07-08 20:00:00","2015-08-05 00:00:00","2015-07-16 00:00:00","1","32.10000","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",NULL,"60528","Germany"
"10593","LEHMS","7","2015-07-09 10:00:00","2015-08-06 00:00:00","2015-08-13 00:00:00","2","174.20000","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",NULL,"60528","Germany"
"10594","OLDWO","3","2015-07-09 17:00:00","2015-08-06 00:00:00","2015-07-16 00:00:00","2","5.24000","Old World Delicatesse","2743 Bering St.","Anchorage","AK","99508","USA"
"10595","ERNSH","2","2015-07-10 17:00:00","2015-08-07 00:00:00","2015-07-14 00:00:00","1","96.78000","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria"
"10596","WHITC","8","2015-07-11 06:00:00","2015-08-08 00:00:00","2015-08-12 00:00:00","1","16.34000","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"10597","PICCO","7","2015-07-11 07:00:00","2015-08-08 00:00:00","2015-07-18 00:00:00","3","35.12000","Piccolo und mehr","Geislweg 14","Salzburg",NULL,"5020","Austria"
"10598","RATTC","1","2015-07-14 05:00:00","2015-08-11 00:00:00","2015-07-18 00:00:00","3","44.42000","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"10599","BSBEV","6","2015-07-15 06:00:00","2015-08-26 00:00:00","2015-07-21 00:00:00","3","29.98000","B's Beverages","Fauntleroy Circus","Londo",NULL,"EC2 5NT","UK"
"10600","HUNGC","4","2015-07-16 10:00:00","2015-08-13 00:00:00","2015-07-21 00:00:00","1","45.13000","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgi","OR","97827","USA"
"10601","HILAA","7","2015-07-16 11:00:00","2015-08-27 00:00:00","2015-07-22 00:00:00","1","58.30000","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San CristÛbal","T·chira","5022","Venezuela"
"10602","VAFFE","8","2015-07-17 21:00:00","2015-08-14 00:00:00","2015-07-22 00:00:00","2","2.92000","Vaffeljernet","Smagsloget 45","≈rhus",NULL,"8200","Denmark"
"10603","SAVEA","8","2015-07-18 09:00:00","2015-08-15 00:00:00","2015-08-08 00:00:00","2","48.77000","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10604","FURIB","1","2015-07-18 07:00:00","2015-08-15 00:00:00","2015-07-29 00:00:00","1","7.46000","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal"
"10605","MEREP","1","2015-07-21 22:00:00","2015-08-18 00:00:00","2015-07-29 00:00:00","2","379.13000","MËre Paillarde","43 rue St. Laurent","MontrÈal","QuÈbec","H1J 1C3","Canada"
"10606","TRADH","4","2015-07-22 00:00:00","2015-08-19 00:00:00","2015-07-31 00:00:00","3","79.40000","TradiÁao Hipermercados","Av. InÍs de Castro, 414","Sao Paulo","SP","05634-030","Brazil"
"10607","SAVEA","5","2015-07-22 09:00:00","2015-08-19 00:00:00","2015-07-25 00:00:00","1","200.24000","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10608","TOMSP","4","2015-07-23 10:00:00","2015-08-20 00:00:00","2015-08-01 00:00:00","2","27.79000","Toms Spezialit‰te","Luisenstr. 48","M¸nster",NULL,"44087","Germany"
"10609","DUMO","7","2015-07-24 11:00:00","2015-08-21 00:00:00","2015-07-30 00:00:00","2","1.85000","Du monde entier","67, rue des Cinquante Otages","Nantes",NULL,"44000","France"
"10610","LAMAI","8","2015-07-25 16:00:00","2015-08-22 00:00:00","2015-08-06 00:00:00","1","26.78000","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France"
"10611","WOLZA","6","2015-07-25 06:00:00","2015-08-22 00:00:00","2015-08-01 00:00:00","2","80.65000","Wolski Zajazd","ul. Filtrowa 68","Warszawa",NULL,"01-012","Poland"
"10612","SAVEA","1","2015-07-28 18:00:00","2015-08-25 00:00:00","2015-08-01 00:00:00","2","544.08000","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10613","HILAA","4","2015-07-29 05:00:00","2015-08-26 00:00:00","2015-08-01 00:00:00","2","8.11000","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San CristÛbal","T·chira","5022","Venezuela"
"10614","BLAUS","8","2015-07-29 09:00:00","2015-08-26 00:00:00","2015-08-01 00:00:00","3","1.93000","Blauer See Delikatesse","Forsterstr. 57","Mannheim",NULL,"68306","Germany"
"10615","WILMK","2","2015-07-30 16:00:00","2015-08-27 00:00:00","2015-08-06 00:00:00","3","0.75000","Wilman Kala","Keskuskatu 45","Helsinki",NULL,"21240","Finland"
"10616","GREAL","1","2015-07-31 00:00:00","2015-08-28 00:00:00","2015-08-05 00:00:00","2","116.53000","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"10617","GREAL","4","2015-07-31 00:00:00","2015-08-28 00:00:00","2015-08-04 00:00:00","2","18.53000","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"10618","MEREP","1","2015-08-01 04:00:00","2015-09-12 00:00:00","2015-08-08 00:00:00","1","154.68000","MËre Paillarde","43 rue St. Laurent","MontrÈal","QuÈbec","H1J 1C3","Canada"
"10619","MEREP","3","2015-08-04 04:00:00","2015-09-01 00:00:00","2015-08-07 00:00:00","3","91.05000","MËre Paillarde","43 rue St. Laurent","MontrÈal","QuÈbec","H1J 1C3","Canada"
"10620","LAUGB","2","2015-08-05 07:00:00","2015-09-02 00:00:00","2015-08-14 00:00:00","3","0.94000","Laughing Bacchus Wine Cellars","2319 Elm St.","Vancouver","BC","V3F 2K1","Canada"
"10621","ISLAT","4","2015-08-05 16:00:00","2015-09-02 00:00:00","2015-08-11 00:00:00","2","23.73000","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"10622","RICAR","4","2015-08-06 06:00:00","2015-09-03 00:00:00","2015-08-11 00:00:00","3","50.97000","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"10623","FRANK","8","2015-08-07 02:00:00","2015-09-04 00:00:00","2015-08-12 00:00:00","2","97.18000","Frankenversand","Berliner Platz 43","M¸nche",NULL,"80805","Germany"
"10624","THECR","4","2015-08-07 05:00:00","2015-09-04 00:00:00","2015-08-19 00:00:00","2","94.80000","The Cracker Box","55 Grizzly Peak Rd.","Butte","MT","59801","USA"
"10625","ANATR","3","2015-08-08 15:00:00","2015-09-05 00:00:00","2015-08-14 00:00:00","1","43.90000","Ana Trujillo Emparedados y helados","Avda. de la ConstituciÛn 2222","MÈxico D.F.",NULL,"05021","Mexico"
"10626","BERGS","1","2015-08-11 06:00:00","2015-09-08 00:00:00","2015-08-20 00:00:00","2","138.69000","Berglunds snabbkˆp","Berguvsv‰gen  8","LuleÂ",NULL,"S-958 22","Swede"
"10627","SAVEA","8","2015-08-11 15:00:00","2015-09-22 00:00:00","2015-08-21 00:00:00","3","107.46000","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10628","BLONP","4","2015-08-12 15:00:00","2015-09-09 00:00:00","2015-08-20 00:00:00","3","30.36000","Blondel pËre et fils","24, place KlÈber","Strasbourg",NULL,"67000","France"
"10629","GODOS","4","2015-08-12 15:00:00","2015-09-09 00:00:00","2015-08-20 00:00:00","3","85.46000","Godos Cocina TÌpica","C/ Romero, 33","Sevilla",NULL,"41101","Spai"
"10630","KOENE","1","2015-08-13 10:00:00","2015-09-10 00:00:00","2015-08-19 00:00:00","2","32.35000","Kˆniglich Esse","Maubelstr. 90","Brandenburg",NULL,"14776","Germany"
"10631","LAMAI","8","2015-08-14 01:00:00","2015-09-11 00:00:00","2015-08-15 00:00:00","1","0.87000","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France"
"10632","WANDK","8","2015-08-14 03:00:00","2015-09-11 00:00:00","2015-08-19 00:00:00","1","41.38000","Die Wandernde Kuh","Adenauerallee 900","Stuttgart",NULL,"70563","Germany"
"10633","ERNSH","7","2015-08-15 06:00:00","2015-09-12 00:00:00","2015-08-18 00:00:00","3","477.90000","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria"
"10634","FOLIG","4","2015-08-15 13:00:00","2015-09-12 00:00:00","2015-08-21 00:00:00","3","487.38000","Folies gourmandes","184, chaussÈe de Tournai","Lille",NULL,"59000","France"
"10635","MAGAA","8","2015-08-18 13:00:00","2015-09-15 00:00:00","2015-08-21 00:00:00","3","47.46000","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",NULL,"24100","Italy"
"10636","WARTH","4","2015-08-19 15:00:00","2015-09-16 00:00:00","2015-08-26 00:00:00","1","1.15000","Wartian Herkku","Torikatu 38","Oulu",NULL,"90110","Finland"
"10637","QUEE","6","2015-08-19 16:00:00","2015-09-16 00:00:00","2015-08-26 00:00:00","1","201.29000","Queen Cozinha","Alameda dos Can‡rios, 891","Sao Paulo","SP","05487-020","Brazil"
"10638","LINOD","3","2015-08-20 16:00:00","2015-09-17 00:00:00","2015-09-01 00:00:00","1","158.44000","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"10639","SANTG","7","2015-08-20 06:00:00","2015-09-17 00:00:00","2015-08-27 00:00:00","3","38.64000","SantÈ Gourmet","Erling Skakkes gate 78","Staver",NULL,"4110","Norway"
"10640","WANDK","4","2015-08-21 07:00:00","2015-09-18 00:00:00","2015-08-28 00:00:00","1","23.55000","Die Wandernde Kuh","Adenauerallee 900","Stuttgart",NULL,"70563","Germany"
"10641","HILAA","4","2015-08-22 04:00:00","2015-09-19 00:00:00","2015-08-26 00:00:00","2","179.61000","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San CristÛbal","T·chira","5022","Venezuela"
"10642","SIMOB","7","2015-08-22 00:00:00","2015-09-19 00:00:00","2015-09-05 00:00:00","3","41.89000","Simons bistro","VinbÊltet 34","Kobenhav",NULL,"1734","Denmark"
"10643","ALFKI","6","2015-08-25 19:00:00","2015-09-22 00:00:00","2015-09-02 00:00:00","1","29.46000","Alfreds Futterkiste","Obere Str. 57","Berli",NULL,"12209","Germany"
"10644","WELLI","3","2015-08-25 07:00:00","2015-09-22 00:00:00","2015-09-01 00:00:00","2","0.14000","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
"10645","HANAR","4","2015-08-26 03:00:00","2015-09-23 00:00:00","2015-09-02 00:00:00","1","12.41000","Hanari Carnes","Rua do PaÁo, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"10646","HUNGO","9","2015-08-27 00:00:00","2015-10-08 00:00:00","2015-09-03 00:00:00","3","142.33000","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland"
"10647","QUEDE","4","2015-08-27 04:00:00","2015-09-10 00:00:00","2015-09-03 00:00:00","2","45.54000","Que DelÌcia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
"10648","RICAR","5","2015-08-28 22:00:00","2015-10-09 00:00:00","2015-09-09 00:00:00","2","14.25000","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"10649","MAISD","5","2015-08-28 00:00:00","2015-09-25 00:00:00","2015-08-29 00:00:00","3","6.20000","Maison Dewey","Rue Joseph-Bens 532","Bruxelles",NULL,"B-1180","Belgium"
"10650","FAMIA","5","2015-08-29 06:00:00","2015-09-26 00:00:00","2015-09-03 00:00:00","3","176.81000","Familia Arquibaldo","Rua OrÛs, 92","Sao Paulo","SP","05442-030","Brazil"
"10651","WANDK","8","2015-09-01 05:00:00","2015-09-29 00:00:00","2015-09-11 00:00:00","2","20.60000","Die Wandernde Kuh","Adenauerallee 900","Stuttgart",NULL,"70563","Germany"
"10652","GOURL","4","2015-09-01 20:00:00","2015-09-29 00:00:00","2015-09-08 00:00:00","2","7.14000","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"10653","FRANK","1","2015-09-02 09:00:00","2015-09-30 00:00:00","2015-09-19 00:00:00","1","93.25000","Frankenversand","Berliner Platz 43","M¸nche",NULL,"80805","Germany"
"10654","BERGS","5","2015-09-02 07:00:00","2015-09-30 00:00:00","2015-09-11 00:00:00","1","55.26000","Berglunds snabbkˆp","Berguvsv‰gen  8","LuleÂ",NULL,"S-958 22","Swede"
"10655","REGGC","1","2015-09-03 00:00:00","2015-10-01 00:00:00","2015-09-11 00:00:00","2","4.41000","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy"
"10656","GREAL","6","2015-09-04 11:00:00","2015-10-02 00:00:00","2015-09-10 00:00:00","1","57.15000","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"10657","SAVEA","2","2015-09-04 11:00:00","2015-10-02 00:00:00","2015-09-15 00:00:00","2","352.69000","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10658","QUICK","4","2015-09-05 02:00:00","2015-10-03 00:00:00","2015-09-08 00:00:00","1","364.15000","QUICK-Stop","Taucherstraﬂe 10","Cunewalde",NULL,"01307","Germany"
"10659","QUEE","7","2015-09-05 02:00:00","2015-10-03 00:00:00","2015-09-10 00:00:00","2","105.81000","Queen Cozinha","Alameda dos Can‡rios, 891","Sao Paulo","SP","05487-020","Brazil"
